CustomerID,Monetary,Recency,Frequency,cluster
17965,2372.12,59,293,cluster1
12703,265.55,93,20,cluster1
15789,300.9,380,21,cluster3
17829,823.84,320,29,cluster3
13667,272.55,171,75,cluster2
15933,1034.68,43,69,cluster1
15974,3182.57,61,155,cluster1
16884,429.84,59,26,cluster1
14023,584.07,29,31,cluster1
14113,1739.72,25,31,cluster1
12398,1381.46,67,80,cluster1
16109,395.16,240,10,cluster2
14896,462.01,226,41,cluster2
17365,4582.86,34,443,cluster1
15829,488.46,121,38,cluster2
17995,52.5,303,1,cluster3
14552,152.57,173,54,cluster2
14443,1379.4,75,90,cluster1
13527,2225.43,55,217,cluster1
14715,769.03,46,65,cluster1
17387,747.49,41,71,cluster1
13520,2828.81,80,80,cluster1
12758,2588.39,138,91,cluster2
17134,305.15,128,18,cluster2
17682,2277.16,32,108,cluster1
17183,2966.91,29,67,cluster1
17839,337.55,64,55,cluster1
12782,1662.77,26,87,cluster1
16917,391.52,298,9,cluster3
17061,4778.73,95,93,cluster1
16951,1252.55,156,84,cluster2
18006,411.63,45,19,cluster1
17212,226.85,275,4,cluster3
14053,260.25,146,4,cluster2
16045,1313.2,141,81,cluster2
12766,6276.29,25,296,cluster1
17676,1289.78,26,72,cluster1
14507,1251.33,45,88,cluster1
17744,1810.3,25,109,cluster1
13067,87.52,104,12,cluster1
13344,2454.32,89,115,cluster1
15060,276.85,30,100,cluster1
17759,818.54,39,91,cluster1
15942,337.44,155,14,cluster2
16900,782.51,38,68,cluster1
15326,270.22,355,24,cluster3
15825,406.42,194,11,cluster2
17857,25301.54,26,48,cluster1
12906,2919.81,33,63,cluster1
13592,230.11,57,15,cluster1
17912,275.91,332,32,cluster3
13103,228.94,61,7,cluster1
14795,131.45,188,6,cluster2
16394,1455.6,78,76,cluster1
16669,1232.5,45,140,cluster1
13862,2142.98,40,134,cluster1
18283,1964.26,25,719,cluster1
17140,465.32,269,20,cluster3
13750,1577.21,75,21,cluster1
17204,1499.16,197,53,cluster2
16710,2401.32,41,388,cluster1
18178,1438.11,150,90,cluster2
12535,600.75,113,29,cluster1
13745,281.58,184,23,cluster2
12942,674.23,153,71,cluster2
15730,1002.48,87,63,cluster1
12779,3902.36,59,143,cluster1
17006,754.28,26,42,cluster1
13117,802.63,43,59,cluster1
16891,763.58,23,188,cluster1
18233,440,347,1,cluster3
13291,361.11,177,42,cluster2
17650,166.08,43,8,cluster1
15605,1153.53,58,64,cluster1
17404,30500.22,26,193,cluster1
13718,109.15,268,7,cluster3
13726,1060.94,60,40,cluster1
13479,281.05,222,14,cluster2
15527,2287.87,40,153,cluster1
16852,88.36,32,7,cluster1
12586,179.24,39,10,cluster1
15593,199.8,92,5,cluster1
14229,1547.2,73,40,cluster1
14973,1314.45,129,32,cluster2
14116,1240.51,41,65,cluster1
17427,100.8,93,2,cluster1
13030,752.93,33,94,cluster1
15400,618.7,114,11,cluster1
16034,394.8,218,19,cluster2
15895,33.51,171,9,cluster2
13140,384.22,130,41,cluster2
13982,1474.91,61,103,cluster1
12452,348.57,38,20,cluster1
16261,719.63,39,114,cluster1
16698,1998,248,5,cluster3
17705,1710.02,25,97,cluster1
16005,540.82,34,191,cluster1
13263,6664.58,23,1493,cluster1
14257,3010.07,86,100,cluster1
13894,469.92,45,23,cluster1
12357,5301.97,55,116,cluster1
17906,57.3,269,10,cluster3
15909,191.94,195,7,cluster2
15570,4005.45,29,308,cluster1
15584,505.78,45,87,cluster1
15110,756.4,45,32,cluster1
13643,480.94,53,26,cluster1
14461,1770.85,170,158,cluster2
16471,168.15,296,10,cluster3
12650,242.44,25,19,cluster1
17976,179.14,394,46,cluster3
16963,110.55,209,7,cluster2
13170,94.92,48,25,cluster1
16337,151.05,58,10,cluster1
17849,598.65,240,24,cluster2
13099,207.36,121,1,cluster2
16180,9144.68,122,153,cluster2
16641,231.1,127,12,cluster2
16762,1340.03,41,83,cluster1
14483,137.1,303,9,cluster3
16014,629.88,59,134,cluster1
16466,1337.06,55,134,cluster1
13931,1137.43,117,53,cluster2
16539,1353.41,24,43,cluster1
12626,5736.06,45,276,cluster1
17994,607.69,143,70,cluster2
16116,571.46,233,30,cluster2
18101,143.3,33,30,cluster1
12925,673.25,26,44,cluster1
13425,1422.36,130,67,cluster2
15182,516.3,176,25,cluster2
17961,1150.52,43,227,cluster1
16583,233.45,395,14,cluster3
17124,223.01,207,25,cluster2
18144,2714.85,29,39,cluster1
16515,1601.78,74,111,cluster1
16989,1133.25,29,12,cluster1
16873,6908.5,26,269,cluster1
16056,646.05,67,63,cluster1
18027,111.06,120,20,cluster2
18226,4775.6,66,222,cluster1
18171,1183.46,80,51,cluster1
18011,72.98,395,22,cluster3
13754,272.4,173,11,cluster2
16825,760.18,60,27,cluster1
16957,401.04,261,15,cluster3
14725,621.73,46,43,cluster1
17893,112.25,247,16,cluster3
15364,913.19,117,29,cluster2
17806,487.36,33,37,cluster1
16554,820.1,64,51,cluster1
13135,3096,218,1,cluster2
17819,3690.95,93,46,cluster1
17172,308.4,100,14,cluster1
15654,656.13,31,17,cluster1
15858,1280.1,37,176,cluster1
13004,4974.99,33,360,cluster1
13557,521.96,50,29,cluster1
15043,537,53,3,cluster1
13898,140.93,347,11,cluster3
13842,3210.16,80,197,cluster1
16072,569.32,310,22,cluster3
13581,47.2,331,7,cluster3
14972,109.76,150,16,cluster2
14759,1575.62,26,99,cluster1
13085,416.08,179,22,cluster2
15054,279.82,34,101,cluster1
16828,113.5,134,7,cluster2
14796,7149.81,23,1015,cluster1
14645,512.02,178,26,cluster2
17353,1740,151,8,cluster2
13118,1124.77,41,68,cluster1
13990,271.3,235,14,cluster2
12884,288.25,110,6,cluster1
15503,120.22,384,62,cluster3
16127,609.9,61,37,cluster1
14236,477.42,102,13,cluster1
17189,359.62,128,57,cluster2
17403,281.62,58,33,cluster1
15171,1102,353,4,cluster3
17125,258.1,72,39,cluster1
14733,8735.11,38,176,cluster1
17908,162.38,395,47,cluster3
15949,339.52,38,17,cluster1
12625,2348.42,233,83,cluster2
16800,1146.49,33,159,cluster1
12601,451.66,211,22,cluster2
16031,385.91,114,86,cluster1
12682,10015.42,25,464,cluster1
16923,6952.87,34,632,cluster1
17164,2410.95,54,140,cluster1
14009,676.11,220,41,cluster2
12472,5892.37,54,319,cluster1
17384,87.08,41,10,cluster1
18084,90.48,38,1,cluster1
16275,544.87,218,32,cluster2
15857,282,40,13,cluster1
13761,1060.15,72,69,cluster1
12451,8094.57,32,320,cluster1
15351,1792.06,34,212,cluster1
13460,157.34,51,14,cluster1
17491,3457.88,23,105,cluster1
14696,1731.29,26,105,cluster1
12902,138.68,286,10,cluster3
14485,165.75,60,47,cluster1
15526,148.44,55,4,cluster1
16979,1754.32,25,82,cluster1
14662,744.28,50,163,cluster1
14929,223.88,54,11,cluster1
13448,3503.67,38,192,cluster1
14140,935.05,25,66,cluster1
18204,1878.75,93,185,cluster1
18014,150.52,50,30,cluster1
17227,939.32,40,47,cluster1
17364,4217.62,22,383,cluster1
15709,91.46,305,4,cluster3
12528,1325.36,31,65,cluster1
15111,1535.48,51,82,cluster1
17831,35.4,55,2,cluster1
13515,777.12,94,53,cluster1
16308,2560,59,4,cluster1
17514,161.13,150,30,cluster2
14076,103.87,151,40,cluster2
13975,2327.91,53,315,cluster1
14965,531.33,118,75,cluster2
12955,4697.16,23,178,cluster1
15907,848.24,25,225,cluster1
16369,1551.58,40,116,cluster1
16637,1095.49,54,65,cluster1
12599,888.58,51,55,cluster1
13381,3605.31,53,171,cluster1
14491,325.93,197,16,cluster2
17504,2940.87,228,124,cluster2
13756,5081.82,24,137,cluster1
14607,14154.5,37,73,cluster1
14470,399.39,33,35,cluster1
15743,753.98,38,82,cluster1
13142,250.39,41,19,cluster1
14889,110.7,358,8,cluster3
14406,118.25,141,6,cluster2
15175,200.14,93,20,cluster1
12720,4921.31,24,332,cluster1
14000,404.06,233,9,cluster2
15279,153.11,376,9,cluster3
17277,962.25,249,63,cluster3
16429,4.95,128,1,cluster2
17350,1260.03,30,68,cluster1
16814,6324.4,36,317,cluster1
13672,60.84,323,2,cluster3
15624,517.33,138,31,cluster2
13070,145.6,214,6,cluster2
16474,1686.76,29,328,cluster1
14748,1328.5,51,83,cluster1
15045,712.26,173,11,cluster2
12616,641.3,117,30,cluster2
15571,642.11,33,55,cluster1
14291,3883.25,23,237,cluster1
13501,1203.14,310,48,cluster3
14077,490.21,62,39,cluster1
15744,34.8,99,3,cluster1
13108,350.06,394,10,cluster3
16011,3305.76,30,206,cluster1
17648,1755.98,82,88,cluster1
14333,415.2,89,15,cluster1
13771,2547.35,86,116,cluster1
15644,770.7,188,217,cluster2
12922,352.88,183,25,cluster2
16411,208.4,41,44,cluster1
14288,426.6,235,16,cluster2
13176,387.64,68,59,cluster1
12781,664.58,85,21,cluster1
12769,1069.65,260,28,cluster3
15024,1574.93,31,147,cluster1
13385,494.97,351,32,cluster3
12909,1884.45,61,79,cluster1
17891,198.82,184,33,cluster2
13000,481.75,128,29,cluster2
16488,377.74,55,24,cluster1
12719,511.35,27,33,cluster1
13593,1739.38,130,113,cluster2
16746,6335.84,26,420,cluster1
13245,430.5,72,16,cluster1
17267,271.27,149,32,cluster2
12665,45,346,2,cluster3
13594,394.47,74,25,cluster1
13120,30.6,260,1,cluster3
16980,1064.92,277,85,cluster3
16503,1258.23,128,75,cluster2
15508,904.51,211,84,cluster2
16260,936.7,72,15,cluster1
17367,163.4,260,32,cluster3
14265,465.68,131,28,cluster2
17458,301.79,37,50,cluster1
15705,143.1,223,6,cluster2
12643,2576.64,150,16,cluster2
17527,834.51,75,41,cluster1
13976,327.68,228,8,cluster2
16293,2171.39,43,114,cluster1
16189,215.48,37,11,cluster1
16780,404.14,122,55,cluster2
17730,4896.99,25,196,cluster1
17338,5571.16,39,667,cluster1
17495,467.56,29,26,cluster1
13552,3577.77,88,103,cluster1
14584,1027.51,191,98,cluster2
14256,949.16,282,52,cluster3
18013,183.93,177,30,cluster2
17394,195.17,241,3,cluster2
15791,1533.89,65,71,cluster1
15292,180.94,223,25,cluster2
15437,184.75,284,38,cluster3
15704,1973.84,162,103,cluster2
17525,400.2,381,8,cluster3
17887,95.45,151,9,cluster2
16841,1598.4,58,101,cluster1
12446,949.56,79,54,cluster1
15866,216.18,123,40,cluster2
17248,292.03,142,59,cluster2
14681,498.95,93,7,cluster1
14703,318.17,36,22,cluster1
15356,2556.58,53,486,cluster1
12414,263.76,239,11,cluster2
15244,525.37,87,32,cluster1
12519,286.84,85,17,cluster1
15699,279.65,39,16,cluster1
15528,152.08,276,23,cluster3
15343,358.7,109,20,cluster1
16567,707.05,216,28,cluster2
16929,1020.85,25,59,cluster1
16084,315.6,321,30,cluster3
18287,1220.06,64,58,cluster1
15700,671.43,194,80,cluster2
15569,777.51,125,25,cluster2
13255,381.81,31,12,cluster1
15805,5085.56,45,277,cluster1
12652,778.98,353,46,cluster3
16146,641.73,179,26,cluster2
17899,120.49,181,29,cluster2
16914,208.46,58,38,cluster1
14395,3292.97,24,326,cluster1
17186,144,68,2,cluster1
16325,594.24,68,18,cluster1
13327,3196.77,60,98,cluster1
13050,5431.81,36,367,cluster1
15237,1346.56,23,94,cluster1
15109,418.55,267,24,cluster3
16909,353.64,94,17,cluster1
16190,179.68,62,5,cluster1
14697,78.8,240,11,cluster2
16050,122,195,9,cluster2
14185,197.65,353,3,cluster3
13810,827.51,50,32,cluster1
13509,964.72,30,43,cluster1
16791,1610.31,51,295,cluster1
13349,197.32,32,15,cluster1
18133,931.5,234,1,cluster2
17646,985.59,241,49,cluster2
15389,500,194,1,cluster2
13395,305.8,207,20,cluster2
17659,2880.76,39,151,cluster1
14524,1686.53,53,182,cluster1
15482,8895.96,37,75,cluster1
17732,246.87,394,15,cluster3
15224,280.98,380,12,cluster3
14537,355.56,79,10,cluster1
12406,2930.9,44,97,cluster1
14828,2139.76,218,17,cluster2
16933,511.48,23,40,cluster1
15535,338.55,195,55,cluster2
17714,78,342,5,cluster3
18150,566.58,54,37,cluster1
16351,133.5,354,7,cluster3
16240,3644.3,46,130,cluster1
14465,602.66,268,114,cluster3
14410,1005.13,114,181,cluster1
13013,4584.72,23,206,cluster1
17235,514.66,47,28,cluster1
16377,676.2,289,5,cluster3
15079,814.01,234,46,cluster2
17138,266.75,297,17,cluster3
13972,173.65,92,14,cluster1
15623,269.53,163,17,cluster2
17670,173.9,249,10,cluster3
13883,2674.48,32,142,cluster1
14006,962.19,137,30,cluster2
17268,763.64,129,6,cluster2
13973,245.2,309,10,cluster3
13113,11637.86,22,187,cluster1
12733,362.15,256,21,cluster3
15803,415.82,73,8,cluster1
16550,2192.37,130,242,cluster2
16761,316.62,118,13,cluster2
12893,179.85,52,32,cluster1
17053,463.08,152,12,cluster2
12388,2524.91,37,89,cluster1
13292,533.94,60,28,cluster1
13846,849.76,46,54,cluster1
16016,1383.72,25,218,cluster1
12817,126.04,303,3,cluster3
12981,372.22,51,20,cluster1
16451,260.25,109,13,cluster1
14292,3327.53,29,94,cluster1
15204,316.58,379,9,cluster3
13029,1231,52,9,cluster1
13102,6229.39,23,299,cluster1
13139,4667.74,38,164,cluster1
14871,504.8,25,92,cluster1
12633,1880.32,80,94,cluster1
15899,33.6,390,2,cluster3
17506,281.2,97,12,cluster1
13804,2585.24,52,134,cluster1
18118,4951.6,32,1133,cluster1
16271,1212.23,37,122,cluster1
17438,388.45,275,17,cluster3
14386,142.4,318,7,cluster3
13815,3420.62,44,162,cluster1
13835,721.41,47,47,cluster1
15506,970.5,44,160,cluster1
13682,25.5,209,1,cluster2
16098,1990.03,109,65,cluster1
13148,3361.57,51,290,cluster1
13187,221.8,359,32,cluster3
15025,348.51,55,67,cluster1
15108,999.85,163,53,cluster2
16054,716.01,167,65,cluster2
17007,823.13,72,49,cluster1
13014,3264.73,32,101,cluster1
15118,244.8,156,1,cluster2
14201,700.28,82,33,cluster1
17937,4301.22,30,43,cluster1
13047,3125.79,78,166,cluster1
13199,9802.12,25,118,cluster1
14609,601.56,94,4,cluster1
15512,65.7,177,3,cluster2
16184,1158.79,86,45,cluster1
17647,133.06,87,7,cluster1
14962,126.7,292,5,cluster3
12497,921.6,103,12,cluster1
13167,678.88,40,56,cluster1
18061,1889.49,43,43,cluster1
15288,2306.52,65,88,cluster1
17920,4050.49,26,655,cluster1
15136,1227.4,24,65,cluster1
17126,860.58,174,224,cluster2
12508,378.65,48,65,cluster1
17027,812.94,100,135,cluster1
14114,352.3,295,13,cluster3
18035,700.76,57,51,cluster1
15372,2007.4,159,27,cluster2
14780,417.52,76,25,cluster1
14709,4267.14,37,176,cluster1
14473,234.34,96,7,cluster1
17371,407.15,39,80,cluster1
13708,277.08,293,45,cluster3
16948,336.92,160,17,cluster2
18077,2603.01,30,223,cluster1
14975,279.94,79,11,cluster1
16200,1017.83,26,169,cluster1
13529,307.76,100,15,cluster1
13265,2025.16,75,88,cluster1
17769,3892.98,34,300,cluster1
14651,630.98,89,96,cluster1
14180,4239.92,32,211,cluster1
15236,310.55,320,14,cluster3
14676,2548.24,53,42,cluster1
16009,977.11,44,88,cluster1
13239,242.24,283,15,cluster3
14068,225.45,342,21,cluster3
14801,92.45,83,34,cluster1
18016,1400.36,54,116,cluster1
12924,925.75,110,29,cluster1
16149,231.08,26,15,cluster1
16905,2999.78,27,199,cluster1
14467,576.06,39,88,cluster1
16020,835.41,38,45,cluster1
17414,778,65,6,cluster1
17980,803.4,187,28,cluster2
18135,681.91,51,20,cluster1
17502,644.1,31,26,cluster1
16795,386.81,387,59,cluster3
15039,17400.17,31,1309,cluster1
13767,16061.71,24,335,cluster1
12569,2851.74,24,143,cluster1
15251,10484.99,31,111,cluster1
14882,589.7,48,11,cluster1
12808,455.65,58,27,cluster1
13078,11556.04,25,338,cluster1
18092,7854.88,24,78,cluster1
17519,1741.77,39,76,cluster1
16450,241.12,171,10,cluster2
12697,757.59,50,38,cluster1
16801,1341.93,185,68,cluster2
13159,1304.31,30,108,cluster1
14753,484.65,109,26,cluster1
12456,2437.08,66,113,cluster1
14586,192,298,15,cluster3
16679,117,388,2,cluster3
16257,21.95,198,1,cluster2
16619,204.61,285,12,cluster3
17432,365.76,40,48,cluster1
15303,538.62,312,30,cluster3
17874,562.53,207,30,cluster2
18122,1548.69,30,317,cluster1
17288,1383.5,31,134,cluster1
13583,650.91,177,40,cluster2
15554,217.2,299,14,cluster3
14616,406.08,264,3,cluster3
16105,326.46,270,12,cluster3
17381,20275.61,30,109,cluster1
16156,3053.92,30,126,cluster1
13759,659.41,55,25,cluster1
13904,332.64,59,26,cluster1
17114,745.84,27,116,cluster1
12662,3379.38,22,210,cluster1
14396,443.84,87,69,cluster1
17694,283.12,163,15,cluster2
17836,37.82,69,16,cluster1
13270,590,388,1,cluster3
15452,464.38,51,51,cluster1
14411,1063,332,14,cluster3
16498,100.97,183,15,cluster2
12684,2073.63,29,98,cluster1
16680,183.7,65,10,cluster1
14669,1167.16,263,153,cluster3
13658,2552.17,31,104,cluster1
15002,1411.41,137,104,cluster2
14298,42865.3,30,1351,cluster1
17354,1382.56,72,15,cluster1
14125,2617.27,32,159,cluster1
16924,700.36,43,69,cluster1
16720,151.44,48,25,cluster1
16811,547.07,26,28,cluster1
17863,3114.4,81,146,cluster1
16789,80.8,30,5,cluster1
13644,2466.5,38,136,cluster1
13814,1529.32,114,54,cluster1
15551,408.61,58,25,cluster1
17690,4588.57,52,245,cluster1
13320,1522.6,100,104,cluster1
12638,479.05,55,34,cluster1
15038,515.11,80,99,cluster1
18136,784.33,85,38,cluster1
14208,141.24,116,9,cluster2
14352,983.56,179,43,cluster2
14064,1196.55,51,71,cluster1
13716,112.31,291,16,cluster3
16295,1241.03,31,73,cluster1
16305,340.42,160,21,cluster2
12679,868.02,80,40,cluster1
18217,587.1,51,28,cluster1
12619,2724.16,38,79,cluster1
14660,275.08,108,28,cluster1
17154,291.42,97,21,cluster1
15330,509.04,54,8,cluster1
16542,31.42,75,2,cluster1
14837,1616.74,111,104,cluster1
17157,301.96,29,11,cluster1
14816,271.85,219,4,cluster2
14944,5438.85,51,156,cluster1
18191,187.4,283,6,cluster3
13532,188.71,55,59,cluster1
17723,3177.4,149,8,cluster2
17548,103.3,255,5,cluster3
17086,1771.13,29,89,cluster1
15727,4942.21,38,291,cluster1
17718,139.35,254,6,cluster3
13889,416.9,114,15,cluster1
15935,108.04,261,11,cluster3
14459,1759.92,177,35,cluster2
16899,1176.41,29,119,cluster1
14013,473.02,132,34,cluster2
15097,243.52,26,24,cluster1
16385,416.87,82,52,cluster1
17573,380.6,51,25,cluster1
15398,1299.93,38,70,cluster1
13827,396.46,79,87,cluster1
17618,817.08,27,74,cluster1
14037,145.95,198,27,cluster2
12474,6548.63,39,392,cluster1
16221,800.57,58,87,cluster1
14567,1494.96,78,32,cluster1
16126,5822.17,51,107,cluster1
13259,261.77,83,82,cluster1
14346,758.12,142,43,cluster2
15000,450.07,69,71,cluster1
18123,563.44,46,33,cluster1
15531,1810.7,30,205,cluster1
15608,1073.78,50,59,cluster1
16526,202.36,193,13,cluster2
17094,302,344,14,cluster3
16033,8468.44,27,1087,cluster1
16482,167.64,37,14,cluster1
16627,307.2,101,19,cluster1
17890,509.28,344,72,cluster3
15257,283.25,305,6,cluster3
17470,978.01,66,66,cluster1
15577,226.43,173,36,cluster2
12384,371.62,50,22,cluster1
12593,342.6,130,19,cluster2
17602,4757.56,24,510,cluster1
17076,831.18,58,24,cluster1
15157,1705.37,25,108,cluster1
16617,98.75,257,4,cluster3
14825,2037.35,25,109,cluster1
12718,169.4,93,16,cluster1
12395,2645.78,41,141,cluster1
17978,300.92,387,12,cluster3
12430,216.4,65,10,cluster1
18194,810.64,104,6,cluster1
12515,243,375,13,cluster3
17651,3703.2,33,218,cluster1
16705,12482.99,22,251,cluster1
13249,711.41,114,23,cluster1
17211,2132.72,48,192,cluster1
16657,903.49,31,196,cluster1
15720,585.61,46,124,cluster1
16496,1589.02,30,94,cluster1
12539,5235.65,44,250,cluster1
12971,10214.4,25,274,cluster1
14027,104.82,82,6,cluster1
14557,788.38,107,16,cluster1
12811,409.35,283,25,cluster3
13324,6586,58,71,cluster1
15621,919.23,26,9,cluster1
15660,1580.06,47,89,cluster1
16730,673.01,74,77,cluster1
13911,2314.01,79,132,cluster1
13637,751.69,74,92,cluster1
15832,774.39,276,49,cluster3
12701,721.03,101,50,cluster1
15120,291.37,155,18,cluster2
15897,188.94,216,19,cluster2
13725,1852.53,71,95,cluster1
16978,276.03,99,31,cluster1
13002,120.95,340,7,cluster3
12494,976.66,37,63,cluster1
17859,146.95,326,24,cluster3
15134,1246.39,36,68,cluster1
17426,4753.86,30,267,cluster1
14504,564.18,69,91,cluster1
13397,1441.97,94,36,cluster1
15473,1771.2,36,11,cluster1
16560,841.41,48,56,cluster1
13090,8843.56,30,150,cluster1
16012,1406.44,57,93,cluster1
15749,28935.8,257,6,cluster3
18189,1039.54,99,65,cluster1
13012,1644.14,31,88,cluster1
15906,1550.19,41,148,cluster1
17409,754,206,12,cluster2
14022,373.1,247,24,cluster3
17642,670.69,141,38,cluster2
16655,3738.18,39,255,cluster1
16782,2003.1,32,175,cluster1
17100,936.92,40,62,cluster1
16525,11007.43,24,159,cluster1
13411,152,129,14,cluster2
15301,4792.55,72,230,cluster1
16866,207.74,162,11,cluster2
14711,2722.89,32,326,cluster1
15246,473.95,260,31,cluster3
13837,255.81,233,17,cluster2
17880,458.92,386,26,cluster3
14525,3323.59,41,268,cluster1
14107,2369.15,73,115,cluster1
16372,363.3,55,95,cluster1
15643,588.1,213,30,cluster2
15947,1350.24,104,27,cluster1
16143,2170.84,25,101,cluster1
16186,3963.44,44,215,cluster1
14210,1676.47,127,87,cluster2
16563,870.02,75,16,cluster1
12447,411.99,265,24,cluster3
16491,731.5,68,39,cluster1
12471,17424.05,24,439,cluster1
16170,1809.1,72,121,cluster1
17597,1968.72,235,53,cluster2
15247,239.6,144,4,cluster2
16364,707.04,33,53,cluster1
17037,1246.52,109,74,cluster1
14496,538.81,333,19,cluster3
16112,195.74,165,16,cluster2
15507,470.5,193,44,cluster2
13481,1696.46,67,103,cluster1
14523,138.91,130,8,cluster2
13464,646.48,80,39,cluster1
12510,779.17,164,29,cluster2
17503,549.6,24,37,cluster1
13365,2174.47,55,125,cluster1
16556,3042.54,88,196,cluster1
13062,346.98,213,11,cluster2
12967,1368.4,393,15,cluster3
14518,174.37,86,16,cluster1
17348,1122.31,36,206,cluster1
15239,716.99,32,46,cluster1
16726,1308.09,48,173,cluster1
16880,1503.63,52,174,cluster1
14287,176.63,30,9,cluster1
14301,640.14,139,13,cluster2
13217,533.98,144,4,cluster2
15223,755.75,247,20,cluster3
12694,761.67,92,35,cluster1
15410,3416.84,106,121,cluster1
16509,363.7,318,13,cluster3
17921,788.52,86,141,cluster1
16241,2311.52,31,580,cluster1
18281,80.82,202,7,cluster2
18155,361.42,97,24,cluster1
16424,133.56,213,5,cluster2
18065,2078.73,27,122,cluster1
17947,176.68,59,9,cluster1
17594,883.58,107,46,cluster1
13675,424.24,173,21,cluster2
17631,464.68,23,33,cluster1
13917,272.04,71,18,cluster1
18080,1231.5,40,2,cluster1
17081,270.86,47,61,cluster1
13244,121.74,114,27,cluster1
12952,1327.69,27,76,cluster1
16024,226.07,34,56,cluster1
18094,2674.9,103,64,cluster1
12895,338.8,64,20,cluster1
15411,1251.09,48,90,cluster1
17691,257.7,380,17,cluster3
14474,547.66,68,29,cluster1
13880,3016.81,43,154,cluster1
14502,2263.83,41,555,cluster1
13992,76.8,52,5,cluster1
13579,467.04,36,23,cluster1
12556,545.07,72,109,cluster1
13719,937.2,37,55,cluster1
15550,534.47,26,57,cluster1
12864,147.12,160,3,cluster2
12966,141.58,31,9,cluster1
17919,1304.04,110,23,cluster1
15255,880.35,88,46,cluster1
13706,330.79,324,20,cluster3
13949,2337.14,24,153,cluster1
12417,2936.05,25,163,cluster1
18066,318,97,10,cluster1
15104,971.01,218,65,cluster2
12603,613.2,43,1,cluster1
17580,175.48,274,35,cluster3
15990,707.59,66,46,cluster1
14782,200.1,341,6,cluster3
14127,561.21,144,35,cluster2
16598,135.15,307,9,cluster3
12888,247.62,236,4,cluster2
15448,494.64,334,28,cluster3
13276,590.93,85,30,cluster1
13081,25738.58,33,939,cluster1
14067,343.42,85,45,cluster1
15304,694.4,82,23,cluster1
15172,1505.27,30,102,cluster1
15579,314.99,90,44,cluster1
14520,43.2,23,2,cluster1
13787,309.04,97,31,cluster1
16625,268.88,296,19,cluster3
12990,123.5,53,5,cluster1
13647,1660.42,31,78,cluster1
14893,1036.32,31,60,cluster1
15763,898.07,53,54,cluster1
17284,1563.5,82,276,cluster1
15603,48.48,100,2,cluster1
16684,60156.6,26,258,cluster1
14850,325.75,333,21,cluster3
15729,85,234,5,cluster2
16059,1354.91,87,166,cluster1
14351,51,186,1,cluster2
16897,250.8,321,31,cluster3
17881,84.55,326,5,cluster3
15774,208.1,90,20,cluster1
15985,1142.42,145,37,cluster2
14776,2538.3,73,117,cluster1
12759,1243.44,74,83,cluster1
13816,394.32,45,21,cluster1
12840,2625.07,165,107,cluster2
13329,789,53,17,cluster1
17368,1114.63,45,94,cluster1
13801,276.9,88,20,cluster1
13610,1035.95,34,207,cluster1
14910,393.45,24,27,cluster1
13723,199.85,239,6,cluster2
12660,211.8,33,11,cluster1
14171,310.62,120,50,cluster2
13914,611.45,33,32,cluster1
13694,52135.34,25,450,cluster1
16830,264.71,60,19,cluster1
13717,1261.57,54,87,cluster1
17520,480.11,75,27,cluster1
17272,2148.63,64,114,cluster1
13037,846.57,160,46,cluster2
12513,547.79,134,33,cluster2
12390,494.34,101,30,cluster1
12916,2530.25,160,96,cluster2
12426,508.23,216,28,cluster2
15123,2120.41,29,101,cluster1
14624,225.85,79,13,cluster1
17153,192.98,46,13,cluster1
14090,76.32,346,1,cluster3
13192,868.74,117,60,cluster2
15393,95.66,38,6,cluster1
14014,386.5,99,28,cluster1
16629,367.18,95,59,cluster1
16652,6520.53,80,116,cluster1
14004,4499.44,65,168,cluster1
17542,141.3,291,21,cluster3
13369,165.98,387,8,cluster3
16754,2002.4,394,2,cluster3
14108,558.43,52,32,cluster1
16719,1570.13,36,175,cluster1
13853,1090.14,79,23,cluster1
14608,1588.15,26,17,cluster1
14729,296.9,395,67,cluster3
14085,4156.07,24,407,cluster1
15801,1000.15,68,60,cluster1
12509,109,306,5,cluster3
16359,1708.92,29,63,cluster1
15987,1425.31,34,130,cluster1
15721,492.68,33,86,cluster1
12931,42055.96,43,82,cluster1
14029,432.26,85,13,cluster1
14693,152.25,286,6,cluster3
18004,141.82,384,35,cluster3
12940,859.74,76,90,cluster1
13253,933.8,178,31,cluster2
15101,259,30,6,cluster1
14732,2606.85,30,139,cluster1
15408,261.28,286,33,cluster3
16829,197.22,178,11,cluster2
12798,6977.04,32,8,cluster1
14815,638.7,58,44,cluster1
16078,79.2,305,1,cluster3
15489,1134.28,44,50,cluster1
12597,3066.31,41,191,cluster1
13603,161.82,48,26,cluster1
15886,100.29,82,9,cluster1
17898,152.06,107,28,cluster1
16447,247.01,157,34,cluster2
12502,2740.67,117,125,cluster2
15046,4932.27,31,192,cluster1
12923,159.77,86,26,cluster1
16425,292.2,324,20,cluster3
16872,680.02,99,7,cluster1
16366,270.9,40,15,cluster1
17155,251.7,39,20,cluster1
16587,214.95,254,12,cluster3
14513,373.99,122,11,cluster2
13606,249.94,51,42,cluster1
14331,462.66,146,28,cluster2
16099,669.5,72,37,cluster1
14193,778.39,89,37,cluster1
13962,169.55,43,11,cluster1
12615,1980.19,24,95,cluster1
14277,3928.7,37,211,cluster1
17574,185.65,264,8,cluster3
17128,94.89,356,10,cluster3
